author,text,date,url,source_type
Oleg Navalny,"ЗАНИМАТЕЛЬНЫЕ ЧИСЛА
Сегодня 30 декабря. И я сижу уже 364 дня.
Вроде бы мне дали 3,5 года, и чувствовал я это как 3 года, но, отсидев 1 год и понимая, что впереди еще 2,5, воспринимается это все равно как 3 (наверное, это все из-за зэковой приметы мерить срок почему-то Пасхами – 3 Пасхи и домой).
Но есть и положительная динамика. Раньше мнеЕщё оставалось 10 длинных свиданий (1 раз в 3 месяца), теперь я в строгих условиях отбывания наказания, и свиданий будет только 5, поэтому кажется, что срок уменьшился.
Всех с наступающим 2016-м!
#олеганатольевичкрепанисьещекакихтотройкулет",2015-12-30,https://facebook.com/100050656621768/posts/1539033226417342,facebook.com/100050656621768
Oleg Navalny,"Сегодня у нас 21.01, а, значит, сегодня очередной январский день рождения очередного Навального. Сегодня – Остап Навальный.
На этой фотографии Остап представляет собой инсталляцию на тему «как мой папа сидит вЕщё тюрьме» =)
Кодовая кличка Остапа Олеговича – Гора.
Он родился с поднятой бровью и выражением лица «кто нарушил мой покой», а весил столько, что профсоюз медперсонала роддома устроил забастовку с требованием введения надбавки за тяжеловес.
Он очень смешно всему удивляется и по слухам любит монументально прыгать на батуте, ну и что-то, наверное, еще, просто я давно его не видел. А сегодня ему 2 года, с чем я его и поздравляю.",2016-01-21,https://facebook.com/100050656621768/posts/1549126795407985,facebook.com/100050656621768
Oleg Navalny,"Сегодня 28.01, а, значит, последним в январе, но не в последнюю очередь, я поздравляю своего отца и главу Навального клана – Анатолия Ивановича Навального.
Отец был в армии связистом, а потом юрисконсультом, видимо, поэтому я попал на почту, а брат с кем-то постоянно судится. Впрочем, Алексею до отца далеко – тот за свою карьеру на проиграл ниЕщё одного дела (так гласит семейная легенда).
Своего отца я очень люблю и уважаю. Он не сможет прочитать этот пост, так как с презрением относится даже к смс, но ему его прочитает его любимая жена (по совместительству моя мать), которая активно пользуется передовыми технологиями.
Отец, рукопожимаю тебя, давно тебя не видел. Тебе сегодня 69, с чем тебя и поздравляю. Молодец, что родился, продолжай в том же духе.",2016-01-28,https://facebook.com/100050656621768/posts/1552026888451309,facebook.com/100050656621768
Oleg Navalny,"Чубакка с открытым ртом смотрел на Пахомова и думал: «Б**, еще 11 лет и два месяца. Люк, где ты?»

https://meduza.io/feature/2016/04/01/etapirovanie-osuzhdennogo-chubakki",2016-04-01,https://facebook.com/100050656621768/posts/1586080908379240,facebook.com/100050656621768
Oleg Navalny,https://meduza.io/cards/kak-s-tolkom-provesti-vremya-v-tyurme-kartochki-ot-olega-navalnogo,2016-04-21,https://facebook.com/100050656621768/posts/1596188320701832,facebook.com/100050656621768
Oleg Navalny,http://spektr.press/konvert-ot-uznika-zamka-iv-neobychnaya-perepiska-s-olegom-navalnym/,2016-06-03,https://facebook.com/100050656621768/posts/1618164885170842,facebook.com/100050656621768
Oleg Navalny,Если бы у з/к был доступ к модному приложению Prisma,2016-06-20,https://facebook.com/100050656621768/posts/1627012084286122,facebook.com/100050656621768
Oleg Navalny,"Суд по УДО Олега Навального, назначенный на ближайший понедельник, неожиданно сделали закрытым.

http://www.newtimes.ru/articles/detail/113223/",2016-06-22,https://facebook.com/100050656621768/posts/1627903720863625,facebook.com/100050656621768
Oleg Navalny,"После перевода на строгие условия содержания, где запрещены телефонные переговоры, письма стали для меня единственным каналом двусторонней связи, а с учетом того, что содержусь я в одиночной камере, —Ещё монопольной формой общения с человеческими существами вообще. Кто мне пишет? Домохозяйки, нефтяники, программисты, адвокаты, работники театра и кино, пенсионеры, студенты, военные, бывшие з/к, з/к из других мест заключения, а иногда и других стран; те, кому, судя по всему, еще придется примерить тюремную робу, логисты, математики, частные предприниматели, журналисты, психологи, медики, политические активисты, те, кто разочаровался в протестном движении, жертвы репрессий 30-х, участники революций 90-х, сотрудники ФБК(!!!), победители программы «Умники и Умницы»(!!!!!), учителя, ветераны ВОВ, писатели, дауншифтеры, эмигранты, возвращенцы, селебрити, социологи, художники, музыканты, люди неопределенной профессиональной принадлежности, друзья, родные, жена (от нее самые ожидаемые письма).

http://www.newtimes.ru/articles/detail/113690/#hcq=a1Y8YPp",2016-07-04,https://facebook.com/100050656621768/posts/1633471713640159,facebook.com/100050656621768
Oleg Navalny,"Чем отличается сегодняшняя российская тюрьма от тюрьмы советской — конца 60-х — 70-х, которая описана в книге Владимира Буковского «И возвращается ветер»

https://openrussia.org/post/view/17362/",2016-09-06,https://facebook.com/100050656621768/posts/1667359026918094,facebook.com/100050656621768
Oleg Navalny,"Чувствую себя сегодня примерно так же, как этот чувак на санках на вершине горы. Сегодня половина срока, и вроде бы и срок-то небольшой, но чего-то мне показалось, что взбирался до середины я порядком долго. Надеюсь, что с горы вниз будет быстрее.",2016-09-30,https://facebook.com/100050656621768/posts/1680735368913793,facebook.com/100050656621768
Oleg Navalny,https://openrussia.org/post/view/18072/,2016-09-30,https://facebook.com/100050656621768/posts/1680883805565616,facebook.com/100050656621768
Oleg Navalny,"У меня ужасная ломка по интернету. Иногда мне становится лучше, когда анонимный pen-friend присылает мне смешные картинки, но этого мало-мало-мало! Поэтому я рисую смешные картинки сам себе и сам же смеюсь над ними. Ниже некоторые из них. Они могут вам показаться баянистыми и несмешными. Прям как в интернете, правда?",2016-10-05,https://facebook.com/100050656621768/posts/1683700638617266,facebook.com/100050656621768
Oleg Navalny,http://newtimes.ru/stati/xroniki/lagernoe-voleizyavlenie.html,2016-10-10,https://facebook.com/100050656621768/posts/1686552528332077,facebook.com/100050656621768
Oleg Navalny,"Проснувшись ночью, увидел на стене, в 10 сантиметрах от своего лица, паука с размахом лап размером со среднечеловеческую ладонь. Вознегодовав, хотел его уничтожить, но вспомнил, что паук - священное тюремное животное и к деньгам. Повернувшись на другой бок, забылся кошмаром.",2016-10-19,https://facebook.com/100050656621768/posts/1692060261114637,facebook.com/100050656621768
Oleg Navalny,"Засел за мемуары, но надзиратель совсем не обращал внимания на мои чернильницу из хлеба и чернила из молока, поэтому очень быстро стало неинтересно.",2016-10-24,https://facebook.com/100050656621768/posts/1695180584135938,facebook.com/100050656621768
Oleg Navalny,"Сегодня наконец сделал 3 круга воркаута без остановки от девочки-химичкоальпинистки-из-Финляндопетербурга. Под конец было очень тяжело. Надзиратели вызвали тюремного врача, думая, что у меня конвульсии, но я объяснил, что это Crunch hold",2016-10-25,https://facebook.com/100050656621768/posts/1695818120738851,facebook.com/100050656621768
Oleg Navalny,"Так холодно, что даже спички возгораются нехотя. Проснулся и подумал, что на облаке в раю. Оказалось, просто надышал.",2016-11-08,https://facebook.com/100050656621768/posts/1704432913210705,facebook.com/100050656621768
Oleg Navalny,"Заметка на будущее:
Не заказывать в передачку 2 кг табака для самокруток.
С другой стороны, если решусь на побег, будет из чего сделать роскошную рыжую шевелюру.",2016-11-09,https://facebook.com/100050656621768/posts/1705101363143860,facebook.com/100050656621768
Oleg Navalny,"Ужасно, что в тюрьме нет моря. По многим причинам. Например, это начисто лишает возможности поймать золотую рыбку. Но если бы мне попалась, ну, например, золотая мокрица, я бы заказал ей:

– вернуться домой
–Ещё бездонный кошель
– чтобы з/к по всей стране выводились не под какую-то унылость, типа «прощание славянки», а под «I`m an albatraoz» (https://www.youtube.com/watch?v=Bznxx12Ptl0)

чОрт! Забыл заказать свободу для России и среднероссийской продолжительности жизни для Путина.",2016-11-10,https://facebook.com/100050656621768/posts/1705655243088472,facebook.com/100050656621768
Oleg Navalny,"Плохая новость: Нобелевский комитет отверг мое дополнение к теории струн о том, что вселенная является двойной гитарой, и (я не силен в шведском), по-моему, назвал меня дебилом.
Хорошая новость: девочка-математик из Германии пригласила меня на конгресс математиков в Бруклин в 2018-м. Хоть попасть туда может любой человек, но меня пригласили приЕщё условии, что я не буду приставать к математикам с вопросом «можно ли делить на 0?» и популяризировать свой подход к решению задачи орбитального хаоса «методом жонглирования».
К счастью, у меня есть в запасе прорывной метод «лего и кусочек битого стекал» (долго объяснять).",2016-11-11,https://facebook.com/100050656621768/posts/1706255163028480,facebook.com/100050656621768
Oleg Navalny,https://meduza.io/feature/2016/11/17/v-pisme-ildara-vse-pravda-i-eto-messedzh-ot-vlasti,2016-11-17,https://facebook.com/100050656621768/posts/1709470469373616,facebook.com/100050656621768
Oleg Navalny,"В одиночестве человек близок к безумию, когда начинает говорить с собой. Эту стадию я пропустил. Pen-friend, который шлёт мне картинки из интернета, не указывая обратного адреса, разговаривает со мной и задает много вопросов. Однажды он загадал ребус с его именем. Получилось, что он Ваня. Позже он подтвердил, что он Ваня. Но еще позже он опроверг,Ещё что он Ваня. Будет ли в моей жизни более тяжкое испытание для рассудка, чем ежедневно читать размышления о сути вещей и выслушивать неожиданные вопросы от якобы-Вани и не иметь возможности отвечать на них?",2016-11-29,https://facebook.com/100050656621768/posts/1716028618717801,facebook.com/100050656621768
Oleg Navalny,"С одним хорошим человеком из неподалеку-от-тут начали партии в шашки и шахматы по переписке. Он предложил назвать этот сет «Партия в поддержку полит з/к». Я настаиваю на «черно-белая резня в ЦФО». Думаю, будет fair play. В крайнем случае, доступ оппонента к ресурсам интернета и искусственному интеллекту будет уравновешен моей возможностьюЕщё обратиться к непобедимому Ваграму.
Одновременно и не сговариваясь поступил риквест на шахматный батл по ФСИН-письму от моего отца. За всю историю сражений у меня в активе только 1 ничья. Чувствую, битва будет жесткой, никакой Ваграм не поможет. Ощущаю себя слегка Бендером, тем более, что сын у меня и так Остап. #позвольте_здесь_стояла_моя_ладья",2016-12-09,https://facebook.com/100050656621768/posts/1722085614778768,facebook.com/100050656621768
Oleg Navalny,https://meduza.io/feature/2016/12/19/u-menya-otlichnaya-familiya-ya-ey-gorzhus,2016-12-19,https://facebook.com/100050656621768/posts/1727934714193858,facebook.com/100050656621768
Oleg Navalny,"Знаю, что баян, но редко попадется что-то настолько подходящее к ситуации",2016-12-27,https://facebook.com/100050656621768/posts/1732087010445295,facebook.com/100050656621768
Oleg Navalny,http://newtimes.ru/stati/xroniki/dekriminalizacziya-po-rossijski.html,2016-12-27,https://facebook.com/100050656621768/posts/1732111103776219,facebook.com/100050656621768
Oleg Navalny,"Олег Навальный, младший брат оппозиционера Алексея Навального, отбывает срок по делу «Ив Роше» — за мошенничество и легализацию денежных средств. Он, как и его брат, не признает себя виновным. Олег НавальныйЕщё сидит в Орловской области, состоит в переписке со многими желающими и пишет для разных СМИ (для нас, например, он подготовил карточки «Как с толком провести время в тюрьме»). В феврале 2015-го Олег Навальный по просьбе «Медузы» написал фантастический рассказ «Допрос обвиняемого Чубакки»; в апреле 2016-го последовало его продолжение «Этапирование осужденного Чубакки». Сейчас «Медуза» публикует третью часть приключений Чубакки. Будет ли она последней, не знает никто, включая автора.

https://meduza.io/feature/2016/12/29/osuzhdennyy-chubakka-tantsuet-tverk",2016-12-29,https://facebook.com/100050656621768/posts/1732957547024908,facebook.com/100050656621768
Oleg Navalny,"Это Остап.
Судя по наряду, он собирается спасти мир. Это неудивительно, ведь постоянно требуется какой-то Навальный, чтобы спасти мир, тем более этот - О.О.Н. Это, кстати, соответствует его характеру, так какЕщё сообщается, что Остап любит примерно всех, и это объединяет.
Я регулярно получаю фотоотчеты о его взрослении, но все еще не успеваю нарисовать актуальную версию – он из нее вырастает.
Вполне вероятно, что впервые за 2 года увижу этого человека через 3 недели. Очень волнуюсь и готовлю армию нарисованных Вспышей (https://www.youtube.com/watch?v=PMhceVLht6U) для взяток, если не заинтересую его просто как отец.
С учетом вызревания Остап Олегович ровесник всей этой Ив Роше-истории и, так как все связано, неизвестно, был бы ли он, не будь я под следствием. Он - безусловно все перекрывающий плюс, стоящий сроков любой длины.",2017-01-21,https://facebook.com/100050656621768/posts/1745495685771094,facebook.com/100050656621768
Oleg Navalny,"Самый популярный вопрос мне под Новый год от сотрудников колонии — когда я уже освобожусь. Судя по частоте, с которой он задается, — у них ужасно тянется время. Самый популярный вопрос от собеседников поЕщё переписке — как празднуется НГ в тюрьме. Ответ на картинке — это вид из моего окна. Ну, почти — я добавил слегка праздничности елке и убрал решетку. Но вы легко можете представить, как это вижу я, поместив между глазами и предлагаемым рисунком дуршлаг. Проклятье оливье и мандаринов также распространяется и на новогоднюю тюрьму. Не обошлось без подарков: вышли новые правила распорядка для учреждений УИС, и меня с ними эксклюзивно ознакомили под роспись 31.12.2016.

Занятный документ.
http://newtimes.ru/stati/xroniki/tma-egipetskaya.html",2017-01-24,https://facebook.com/100050656621768/posts/1747599785560684,facebook.com/100050656621768
Oleg Navalny,Вот первый комикс,2017-02-06,https://facebook.com/100050656621768/posts/1755286444792018,facebook.com/100050656621768
Oleg Navalny,"Пройдите тест!
https://meduza.io/quiz/znaete-li-vy-pravila-koloniy",2017-02-09,https://facebook.com/100050656621768/posts/1756986921288637,facebook.com/100050656621768
Oleg Navalny,"З/комикс №2
WTF? https://www.facebook.com/1509617739358891/photos/a.1511930972460901.1073741828.1509617739358891/1755286078125388/?type=3&theater",2017-02-15,https://facebook.com/100050656621768/posts/1760050494315613,facebook.com/100050656621768
Oleg Navalny,http://newtimes.ru/stati/xroniki/kodeksyi-i-ponyatiya.html,2017-02-20,https://facebook.com/100050656621768/posts/1763399680647361,facebook.com/100050656621768
Oleg Navalny,З/комикс №3,2017-02-22,https://facebook.com/100050656621768/posts/1764469943873668,facebook.com/100050656621768
Oleg Navalny,З/комикс №4,2017-03-04,https://facebook.com/100050656621768/posts/1769812603339402,facebook.com/100050656621768
Oleg Navalny,З/комикс №5,2017-03-08,https://facebook.com/100050656621768/posts/1772176566436339,facebook.com/100050656621768
Oleg Navalny,http://newtimes.ru/stati/xroniki/pisma-i-banderoli.html,2017-03-09,https://facebook.com/100050656621768/posts/1772720793048583,facebook.com/100050656621768
Oleg Navalny,З/комикс №6,2017-03-16,https://facebook.com/100050656621768/posts/1776631652657497,facebook.com/100050656621768
Oleg Navalny,З/комикс №7,2017-03-22,https://facebook.com/100050656621768/posts/1780229652297697,facebook.com/100050656621768
Oleg Navalny,З/комикс №8,2017-04-06,https://facebook.com/100050656621768/posts/1789464908040838,facebook.com/100050656621768
Oleg Navalny,"Сегодня день рождения у Олега Навального. Ему исполнилось 34 года.
Поздравить его можно под этим постом - на следующей неделе адвокаты распечатают и передадут ему все поздравления.
А еще Олегу можно (и нужно!)Ещё писать письма. Вот два способа:
- почтой России по адресу 303900, Орловская обл., п. Нарышкино, ул. Заводская, д.62, ИК №5, Навальному О.А. 1983 года рождения
- через ФСИН-письмо: УФСИН по орловской области, ИК-5 Нарышкино, Навальный Олег Анатольевич 1983 г.р.",2017-04-09,https://facebook.com/100050656621768/posts/1791308217856507,facebook.com/100050656621768
Oleg Navalny,"Вчера мне исполнилось 34.
Что я чувствую по этому поводу?
Мне будто дважды 17!
[Пытается сделать победоносный прыжок с вытянутой рукой, но на взлете чувствует прострел в пояснице и со вздохом садится обратно на табурет]
Лучше перечитаю-ка я ""Числа"" Пелевина, там чего-то было про 34.",2017-04-10,https://facebook.com/100050656621768/posts/1791831507804178,facebook.com/100050656621768
Oleg Navalny,З/комикс №9 (с небольшим опозданием),2017-04-17,https://facebook.com/100050656621768/posts/1796262620694400,facebook.com/100050656621768
Oleg Navalny,З/комикс №10,2017-04-26,https://facebook.com/100050656621768/posts/1801600343493961,facebook.com/100050656621768
Oleg Navalny,https://www.facebook.com/photo.php?fbid=1519257841467743&set=a.804516332941901.1073741828.100001506255712&type=3&theater,2017-06-14,https://facebook.com/100050656621768/posts/1829515624035766,facebook.com/100050656621768
Oleg Navalny,"Все же судья Разумная оказалась разумной в тактическом плане и решила не отпускать меня, тем самым сохраняя перспективы своей карьеры. Хотя какая уж там карьера в Урицком-то районе. Скажем так, поменяла мою свободу на свою зарплату.
В любом случае неРазумное решение, ибо в свободной России будущего трусливым судьям, предпочитающим личный комфортЕщё общественным интересам, места точно не найдется. Ну досиживать, так досиживать. Всем АУЕ.

Для незнакомого с темой поясняю, как работает дух соперничества между братьями.
Вот Алексею дали 30 суток. В основном все думают в формате:
- вот же гады, упекли ни в чем не виновного человека
- так его так, этого агента МИ6 и Госдепа, будет знать, как школоту против ОМОНа выводить.
А я считаю в уме, кто больше пятнашек взял: Я или БРО?",2017-06-15,https://facebook.com/100050656621768/posts/1830195143967814,facebook.com/100050656621768
Oleg Navalny,https://secretmag.ru/business/methods/kak-sdelat-biznes-v-tyurme-6-sposobov-ot-zaklyuchyonnogo-olega-navalnogo.htm,2017-06-19,https://facebook.com/100050656621768/posts/1832847550369240,facebook.com/100050656621768
Oleg Navalny,З/комикс №11,2017-06-21,https://facebook.com/100050656621768/posts/1834122270241768,facebook.com/100050656621768
Oleg Navalny,З/комикс №12,2017-06-28,https://facebook.com/100050656621768/posts/1838506509803344,facebook.com/100050656621768
Oleg Navalny,http://newtimes.ru/stati/xroniki/lo-siento*.html,2017-06-28,https://facebook.com/100050656621768/posts/1838925066428155,facebook.com/100050656621768
Oleg Navalny,"Ура-ура, разбил год",2017-06-30,https://facebook.com/100050656621768/posts/1840203286300333,facebook.com/100050656621768
Oleg Navalny,"Это Даша.
Время течёт удивительно, и вроде бы ещё вчера меня отряжали сопровождающим к ней в место, полное аттракционов, игровых автоматов и визжаще бегающих детей между ними, теперь же Iggy pop посвящает ейЕщё песни (https://youtu.be/gihA1O9-co4 ), а все родственники (в особенности заботливые бабушки) наперебой рассказывают, какой жизненной дорогой пойти правильнее.
Дарье Алексеевне не позавидуешь. Если рассматривать ее взросление с определённых ракурсов, то виделось оно напряженнее, чем у сверстников.
Всё же в революционно-ураганной семье растёт, а не абы где, что накладывает обязательства: надо быть настороже в соцсетях - за лишний лайк Биберу, а не Гнойному, могут и спросить, как с понимающей, и так далее. Я даже не говорю о том, что из летнего лагеря вместе с Papa встречают razzi (https://navalny.com/p/5506/).
Делает ли это Дашу похожей на Lady Gaga? Hell no! Lady Gaga - страшная кобыла, а Даша красотка.
Алексеевна, тебе сегодня шестнадцать, что означает вступление в самый трэш-угарный возраст, с чем тебя и поздравляю!",2017-09-06,https://facebook.com/100050656621768/posts/1884386955215299,facebook.com/100050656621768
Oleg Navalny,"God save the MOONDEP.
Мне за лето пришло несколько писем с содержанием типа:
Меня зовут Пафнутий, и я не интересовался политикой, потом случилась реновация, у меня открылись глаза и теперь я иду в мундепы.
БожеЕщё храни реновацию.
Люди типа легендарного Пафнутия - настоящие герои, на мой взгляд. Хвала им и почет, а также лучи поддержки на этих выборах.
Помочь я не могу даже голосом - лишен прав, так что обещаю сделать в честь Пафнутия прилагаемый партак*.
*если останется место",2017-09-10,https://facebook.com/100050656621768/posts/1886262298361098,facebook.com/100050656621768
Oleg Navalny,"Самым упоминаемым событием 2017 года в письмах, мною полученных, стала, опередив с огромным отрывом все аресты, протесты, теракты и спиннеры, победа Гнойного над Оксимироном.

Естественно, об этом писали мне иЕщё порой совсем неожиданные люди. Да чего уж там, мне даже прислали кусок батла, переписанные ручкой на листочке (я подчеркиваю, не распечатанный). Отвечать, что я не знаю ни Гнойного, ни лысого (да-да, мне даже присылали фотки), было очень стыдно. Все равно что признаться, что не умеешь кататься на велике. Короче, если где-то во вселенной антихайп и существует, то я его подельник как минимум.

Как вы знаете, я реагирую на новенькое с небольшим лагом (например, я только что узнал, что Джон Сноу не умер — просто чума!), поэтому только сейчас рад представить мою слоупочную реакцию в виде новых тату-эскизов.

Идите на TRAP: Tattoos from RussiAn Prison и смотрите, не забывая синк эбаут ит https://gotchif.com/ru/tatoo

#got_чиф",2017-09-14,https://facebook.com/100050656621768/posts/1888041741516487,facebook.com/100050656621768
Oleg Navalny,"Йо йо йо йо чек зис аут!

Все еще глядите на свое тело с отвращением, не находя, на чем можно задержать взгляд? Идите путями Светланы!

Почти мгновенно после запуска TRAP https://gotchif.com Светлана заказалаЕщё эскиз партака с надписью “Либерал”. Она уже получила его и в данную минуту разбегается глазами по разнообразию тату-мастеров https://gotchif.com/ru/map, готовых набить ей т-ща Гора.

Смекалистые счастливчики, которые понимают, что в тюрьме я не навсегда, уже заказали себе партаки от п/з/к.

Не будь слоупоком, гоу на https://gotchif.com/ru/tatoo/request

#got_чиф",2017-11-01,https://facebook.com/100050656621768/posts/1910114975975830,facebook.com/100050656621768
Oleg Navalny,"“Если не сильно заботиться тем, куда попасть, то в принципе пофигу, куда идти”.

Но мы-то знаем, куда идем — к цели запартачить весь этот дивный новый мир и людей в нем!

Поэтому я рад представить раздел TRAP Ещёhttps://gotchif.com/ru/tatoo, посвященный злоключениям Алисы (выдержкой из ее беседы с котом я и начал этот пост), слегка переосмысленным в тюремных реалиях.

Заходите. Выбирайте. Бейте наколки.

Не забывайте лайкать в инстаграмах https://www.instagram.com/got_chif/

#got_чиф",2017-11-07,https://facebook.com/100050656621768/posts/1913090039011657,facebook.com/100050656621768
